怪物id,怪物类型,怪物名称,怪物等级,怪物血条数量,怪物头像,怪物模型,属性,绝对生命值（每次受到伤害只扣除1点生命值）,属性,属性,属性,血条位置,模型百分比,能否被击退,AI类型,心跳
23096,2,精英骷髅刀斧手,150,20,,4575,150893339,0,7190674,0,0,180,125,,,
23097,2,黄泉教主,150,20,,4537,151053339,0,7198074,0,0,260,100,,3,
23098,2,精英牛魔祭司,150,20,,4680,151213339,0,7205474,0,0,180,110,,,
23099,2,精英牛魔将军,150,20,,4681,151373339,0,7212874,0,0,180,140,,,
23100,2,精英牛魔侍卫,150,20,,4682,151533339,0,7220274,0,0,180,140,,,
23101,2,精英牛魔斗士,150,20,,4678,151693339,0,7227674,0,0,180,140,,,
23102,2,精英牛魔战士,150,20,,4512,151853339,0,7235074,0,0,180,135,,,
23103,2,精英牛魔法师,150,15,,4509,152013339,0,7242474,0,0,180,110,,,
23104,2,精英牛魔祭司,150,15,,4510,152173339,0,7249874,0,0,180,110,,,
23105,2,精英牛魔将军,150,15,,4511,152333339,0,7257274,0,0,180,130,,,
23106,2,牛魔王,150,15,,4683,152493339,0,7264674,0,0,240,125,,,
23107,2,精英骷髅锤兵,150,15,,4661,152653339,0,7272074,0,0,180,120,,,
23108,2,精英骷髅刀斧手,150,15,,4662,152813339,0,7279474,0,0,180,130,,,
23109,2,精英骷髅弓箭手,150,15,,4663,152973339,0,7286874,0,0,180,120,,,
23110,2,精英恶灵僵尸,150,15,,4504,153133339,0,7294274,0,0,180,125,,,
23111,2,精英恶灵尸王,150,15,,4505,153293339,0,7301674,0,0,180,105,,,
23112,2,精英骷髅长枪兵,150,15,,4579,153453339,0,7309074,0,0,180,125,,,
23113,2,精英骷髅锤兵,150,15,,4661,153613339,0,7316474,0,0,180,120,,,
23114,2,精英骷髅刀斧手,150,15,,4575,153773339,0,7323874,0,0,180,125,,,
23115,2,黄泉教主（邪）,150,15,,4656,153933339,0,7331274,0,0,225,100,,3,
23116,2,精英魔龙破甲兵,150,15,,4676,154093339,0,7338674,0,0,180,125,,,
23117,2,精英魔龙射手,150,15,,4677,154253339,0,7346074,0,0,180,130,,,
23118,2,精英魔龙巨蛾,150,15,,4674,154413339,0,7353474,0,0,180,115,,,
23119,2,精英魔龙力士,150,15,,4638,154573339,0,7360874,0,0,180,130,,,
23120,2,精英魔龙战将,150,15,,4593,154733339,0,7368274,0,0,180,130,,,
23121,2,精英魔龙刀兵,150,15,,4587,154893339,0,7375674,0,0,180,115,,,
23122,2,精英魔龙破甲兵,150,15,,4589,155053339,0,7383074,0,0,180,120,,,
23123,2,精英魔龙射手,150,15,,4590,155213339,0,7390474,0,0,180,120,,,
23124,2,魔龙教主,150,15,,4622,155373339,0,7397874,0,0,260,105,,,
23125,2,精英绿魔蜘蛛,150,15,,4704,155533339,0,7405274,0,0,180,70,,,
23126,2,精英披甲龙龟,150,15,,4514,155693339,0,7412674,0,0,180,150,,,
23127,2,精英红魔蜘蛛,150,15,,4703,155853339,0,7420074,0,0,180,70,,,
23128,2,精英绿魔蜘蛛,150,15,,4704,156013339,0,7427474,0,0,180,70,,,
23129,2,精英狂热火蜥蜴,150,20,,4580,156173339,0,7434874,0,0,180,150,,,
23130,2,精英金杖蜘蛛,150,20,,4570,156333339,0,7442274,0,0,210,110,,,
23131,2,精英巨镰蜘蛛,150,20,,4571,156493339,0,7449674,0,0,210,110,,,
23132,2,精英圣殿卫士,150,20,,4519,156653339,0,7457074,0,0,180,120,,,
23133,2,火龙王,150,20,,4606,156813339,0,7464474,0,0,300,80,,,
23134,2,精英赤狐,150,20,,4553,156973339,0,7471874,0,0,180,135,,,
23135,2,精英狐月虎虫,150,20,,4564,157133339,0,7479274,0,0,140,150,,,
23136,2,火尾黑狐王,150,15,,4607,157293339,0,7486674,0,0,160,120,,,
23137,2,精英素狐,150,15,,4523,157453339,0,7494074,0,0,180,135,,,
23138,2,精英赤狐,150,15,,4553,157613339,0,7501474,0,0,180,135,,,
23139,2,金爪赤狐王,150,15,,4608,157773339,0,7508874,0,0,160,120,,3,
23140,2,精英狐月虎虫,150,15,,4564,157933339,0,7516274,0,0,140,150,,,
23141,2,精英狐月角虫,150,15,,4565,158093339,0,7523674,0,0,140,150,,,
23142,2,玉面素狐王,150,15,,4628,158253339,0,7531074,0,0,230,130,,3,
23143,2,精英骨虾,150,15,,4117,158413339,0,7538474,0,0,180,125,,,
23144,2,精英龙虾守卫,150,15,,4583,158573339,0,7545874,0,0,180,95,,,
23145,2,寒荒海兽,150,15,,4604,158733339,0,7553274,0,0,260,100,,,
23146,2,精英海龟,150,15,,4507,158893339,0,7560674,0,0,140,150,,,
23147,2,精英龙虾守卫,150,15,,4583,159053339,0,7568074,0,0,180,95,,,
23148,2,深海巨魔,150,15,,4624,159213339,0,7575474,0,0,260,100,,,
23149,2,精英寄居蟹,150,15,,4119,159373339,0,7582874,0,0,180,150,,,
23150,2,精英金甲蛙,150,15,,4124,159533339,0,7590274,0,0,140,150,,,
23151,2,战舰龙王,150,15,,4118,159693339,0,7597674,0,0,260,100,,,
23152,2,精英绿魔蜘蛛,150,15,,4704,159853339,0,7605074,0,0,180,70,,,
23153,2,精英披甲龙龟,150,15,,4514,160013339,0,7612474,0,0,180,150,,,
23154,2,精英红魔蜘蛛,150,15,,4703,160173339,0,7619874,0,0,180,70,,,
23155,2,精英绿魔蜘蛛,150,15,,4704,160333339,0,7627274,0,0,180,70,,,
23156,2,精英狂热火蜥蜴,150,15,,4580,160493339,0,7634674,0,0,180,150,,,
23157,2,精英金杖蜘蛛,150,15,,4570,160653339,0,7642074,0,0,210,110,,,
23158,2,精英巨镰蜘蛛,150,15,,4571,160813339,0,7649474,0,0,210,110,,,
23159,2,精英圣殿卫士,150,15,,4519,160973339,0,7656874,0,0,180,120,,,
23160,2,雷炎蛛王,150,15,,4610,161133339,0,7664274,0,0,225,100,,,
23161,2,精英雪域卫士,150,15,,4538,161293339,0,7671674,0,0,190,140,,,
23162,2,精英雪域战将,150,20,,4539,161453339,0,7679074,0,0,190,140,,,
23163,2,精英雪域力士,150,20,,4535,161613339,0,7686474,0,0,190,120,,,
23164,2,精英雪域侍卫,150,20,,4536,161773339,0,7693874,0,0,190,140,,,
23165,2,精英雪域天将,150,20,,4537,161933339,0,7701274,0,0,190,140,,,
23166,2,精英雪域力士,150,20,,4690,162093339,0,7708674,0,0,190,140,,,
23167,2,精英雪域卫士,150,20,,4538,162253339,0,7716074,0,0,190,140,,,
23168,2,精英雪域战将,150,20,,4539,162413339,0,7723474,0,0,190,140,,,
23169,2,凛冬教主,150,15,,4612,162573339,0,7730874,0,0,280,110,,,
23170,2,精英红蛇妖,150,15,,4563,162733339,0,7738274,0,0,180,120,,,
23171,2,精英三头蛇王,150,15,,4517,162893339,0,7745674,0,0,180,120,,,
23172,2,精英魔化蝎蛇,150,15,,4585,163053339,0,7753074,0,0,180,120,,,
23173,2,精英白蛇妖,150,15,,4547,163213339,0,7760474,0,0,190,120,,,
23174,2,精英魔化蝎蛇,150,15,,4585,163373339,0,7767874,0,0,180,120,,,
23175,2,精英三头蛇王,150,15,,4517,163533339,0,7775274,0,0,180,120,,,
23176,2,精英 千年树妖,150,15,,4515,163693339,0,7782674,0,0,380,100,,,
23177,2,精英红蛇妖,150,15,,4563,163853339,0,7790074,0,0,180,120,,,
23178,2,魔化巫妖王,150,15,,4614,164013339,0,7797474,0,0,400,100,,,
23179,2,精英雪域卫士,150,15,,4538,164173339,0,7804874,0,0,190,140,,,
23180,2,精英雪域战将,150,15,,4539,164333339,0,7812274,0,0,190,140,,,
23181,2,精英雪域力士,150,15,,4535,164493339,0,7819674,0,0,190,120,,,
23182,2,精英雪域侍卫,150,15,,4536,164653339,0,7827074,0,0,190,140,,,
23183,2,精英雪域天将,150,15,,4537,164813339,0,7834474,0,0,190,140,,,
23184,2,精英雪域力士,150,15,,4690,164973339,0,7841874,0,0,190,140,,,
23185,2,精英雪域卫士,150,15,,4538,165133339,0,7849274,0,0,190,140,,,
23186,2,精英雪域战将,150,15,,4539,165293339,0,7856674,0,0,190,140,,,
23187,2,雪域魔王,150,15,,4691,165453339,0,7864074,0,0,245,120,,,
23188,2,精英恶魔弓箭手,150,15,,4557,165613339,0,7871474,0,0,140,120,,,
23189,2,精英恶魔弓箭手,150,15,,4557,165773339,0,7878874,0,0,140,120,,,
23190,2,精英恶魔弓箭手,150,15,,4557,165933339,0,7886274,0,0,140,120,,,
23191,2,精英魔神修罗,150,15,,4594,166093339,0,7893674,0,0,220,120,,,
23192,2,精英暗影修罗,150,15,,4502,166253339,0,7901074,0,0,190,120,,,
23193,2,精英黑袍修罗,150,15,,4560,166413339,0,7908474,0,0,190,120,,,
23194,2,精英魔神修罗,150,15,,4594,166573339,0,7915874,0,0,220,120,,,
23195,2,精英虹魔猪卫,150,20,,4655,166733339,0,7923274,0,0,180,130,,,
23196,2,阿修罗神,150,20,,4619,166893339,0,7930674,0,0,280,110,,3,
23197,2,鹿王,150,20,,4584,167053339,0,7938074,0,0,180,150,,,
23198,2,精英稻草人,150,20,,4645,167213339,0,7945474,0,0,180,150,,,
23199,2,精英多钩猫,150,20,,4648,167373339,0,7952874,0,0,180,150,,,
23200,2,精英半兽战士,150,20,,4549,167533339,0,7960274,0,0,180,150,,,
23201,2,精英洞蛆,150,20,,4633,167693339,0,7967674,0,0,80,200,,,
23202,2,精英骷髅,150,15,,4660,167853339,0,7975074,0,0,180,150,,,
23203,2,精英掷斧骷髅,150,15,,4696,168013339,0,7982474,0,0,180,150,,,
23204,2,精英掷斧骷髅,150,15,,4696,168173339,0,7989874,0,0,180,150,,,
23205,2,精英骷髅战士,150,15,,4666,168333339,0,7997274,0,0,180,140,,,
23206,2,精英骷髅战将,150,15,,4665,168493339,0,8004674,0,0,180,130,,,
23207,2,精英森林雪人,150,15,,4685,168653339,0,8012074,0,0,180,120,,,
23208,2,精英食人花,150,15,,4520,168813339,0,8019474,0,0,180,120,,,
23209,2,半兽勇士,150,15,,4503,168973339,0,8026874,0,0,180,140,,,
23210,2,精英掷斧骷髅,150,15,,4696,169133339,0,8034274,0,0,180,150,,,
23211,2,精英骷髅战士,150,15,,4666,169293339,0,8041674,0,0,180,140,,,
23212,2,骷髅精灵,150,15,,4664,169453339,0,8049074,0,0,220,170,,,
23213,2,精英僧侣僵尸,150,15,,4639,169613339,0,8056474,0,0,180,140,,,
23214,2,精英爬行僵尸,150,15,,4705,169773339,0,8063874,0,0,180,130,,,
23215,2,精英爬行僵尸,150,15,,4705,169933339,0,8071274,0,0,180,130,,,
23216,2,精英僧侣僵尸,150,15,,4639,170093339,0,8078674,0,0,180,140,,,
23217,2,精英爬行僵尸,150,15,,4705,170253339,0,8086074,0,0,180,130,,,
23218,2,精英爬行僵尸,150,15,,4705,170413339,0,8093474,0,0,180,130,,,
23219,2,精英僧侣僵尸,150,15,,4639,170573339,0,8100874,0,0,180,140,,,
23220,2,精英爬行僵尸,150,15,,4705,170733339,0,8108274,0,0,180,130,,,
23221,2,尸王,150,15,,4625,170893339,0,8115674,0,0,220,110,,,
23222,2,精英威思而小虫,150,15,,4526,171053339,0,8123074,0,0,120,200,,,
23223,2,精英狼,150,15,,4500,171213339,0,8130474,0,0,120,150,,,
23224,2,精英巨型多角虫,150,15,,4637,171373339,0,8137874,0,0,140,120,,,
23225,2,精英巨型蠕虫,150,15,,4572,171533339,0,8145274,0,0,140,150,,,
23226,2,精英跳跳蜂,150,15,,4525,171693339,0,8152674,0,0,140,150,,,
23227,2,精英钳虫,150,15,,4516,171853339,0,8160074,0,0,180,130,,,
23228,2,精英跳跳蜂,150,20,,4525,172013339,0,8167474,0,0,140,150,,,
23229,2,精英钳虫,150,20,,4516,172173339,0,8174874,0,0,180,130,,,
23230,2,精英邪恶钳虫,150,20,,4534,172333339,0,8182274,0,0,180,135,,,
23231,2,精英钳虫,150,20,,4516,172493339,0,8189674,0,0,180,130,,,
23232,2,精英邪恶钳虫,150,20,,4534,172653339,0,8197074,0,0,180,135,,,
23233,2,触龙神,150,20,,4603,172813339,0,8204474,0,0,240,95,,,
23234,2,精英威思而小虫,150,20,,4526,172973339,0,8211874,0,0,120,200,,,
23235,2,精英狼,150,15,,4500,173133339,0,8219274,0,0,120,150,,,
23236,2,精英巨型多角虫,150,15,,4637,173293339,0,8226674,0,0,140,120,,,
23237,2,精英红色恶猪,150,15,,4652,173453339,0,8234074,0,0,180,130,,,
23238,2,精英黑色恶猪,150,15,,4651,173613339,0,8241474,0,0,180,130,,,
23239,2,精英蝎蛇,150,15,,4518,173773339,0,8248874,0,0,140,150,,,
23240,2,精英黑色恶蛆,150,15,,4636,173933339,0,8256274,0,0,120,150,,,
23241,2,精英蝎蛇,150,15,,4518,174093339,0,8263674,0,0,140,150,,,
23242,2,精英黑色恶猪,150,15,,4651,174253339,0,8271074,0,0,180,130,,,
23243,2,精英白色恶猪,150,15,,4631,174413339,0,8278474,0,0,180,130,,,
23244,2,精英黑色恶猪,150,15,,4651,174573339,0,8285874,0,0,180,130,,,
23245,2,白猪王,150,15,,4601,174733339,0,8293274,0,0,240,100,,,
23246,2,精英暗黑战士,150,15,,4501,174893339,0,8300674,0,0,180,150,,,
23247,2,精英沃玛卫士,150,15,,4528,175053339,0,8308074,0,0,180,140,,,
23248,2,精英沃玛勇士,150,15,,4529,175213339,0,8315474,0,0,180,140,,,
23249,2,精英沃玛战将,150,15,,4530,175373339,0,8322874,0,0,180,110,,,
23250,2,精英火焰沃玛,150,15,,4568,175533339,0,8330274,0,0,180,110,,,
23251,2,精英沃玛勇士,150,15,,4688,175693339,0,8337674,0,0,180,120,,,
23252,2,精英沃玛战士,150,15,,4689,175853339,0,8345074,0,0,180,120,,,
23253,2,精英沃玛护卫,150,15,,4527,176013339,0,8352474,0,0,180,130,,,
23254,2,沃玛教主,150,15,,4687,176173339,0,8359874,0,0,220,95,,,
23255,2,精英楔蛾,150,15,,4531,176333339,0,8367274,0,0,140,150,,,
23256,2,精英角蝇,150,15,,4552,176493339,0,8374674,0,0,180,150,,,
23257,2,精英祖玛弓箭手,150,15,,4543,176653339,0,8382074,0,0,180,130,,,
23258,2,精英祖玛雕像,150,15,,4542,176813339,0,8389474,0,0,180,130,,,
23259,2,精英祖玛卫士,150,15,,4544,176973339,0,8396874,0,0,180,150,,,
23260,2,精英大老鼠,150,15,,4554,177133339,0,8404274,0,0,140,150,,,
23261,2,精英祖玛弓箭手,150,20,,4543,177293339,0,8411674,0,0,180,130,,,
23262,2,精英祖玛雕像,150,20,,4542,177453339,0,8419074,0,0,180,130,,,
23263,2,祖玛教主,150,20,,4630,177613339,0,8426474,0,0,240,105,,,
23264,2,精英半兽勇士,150,20,,4503,177773339,0,8433874,0,0,180,140,,,
23265,2,精英天狼蜘蛛,150,20,,4524,177933339,0,8441274,0,0,140,150,,,
23266,2,精英花吻蜘蛛,150,20,,4551,178093339,0,8448674,0,0,140,150,,,
23267,2,精英钢牙蜘蛛,150,20,,4550,178253339,0,8456074,0,0,100,150,,,
23268,2,精英天狼蜘蛛,150,15,,4524,178413339,0,8463474,0,0,140,150,,,
23269,2,精英幻影蜘蛛,150,15,,4567,178573339,0,8470874,0,0,200,100,,,
23270,2,精英黑锷蜘蛛,150,15,,4559,178733339,0,8478274,0,0,180,150,,,
23271,2,精英花吻蜘蛛,150,15,,4551,178893339,0,8485674,0,0,140,150,,,
23272,2,精英花吻蜘蛛,150,15,,4566,179053339,0,8493074,0,0,180,150,,,
23273,2,赤月恶魔,150,15,,4602,179213339,0,8500474,0,0,210,100,,,
23274,2,精英海龟,150,15,,4507,179373339,0,8507874,0,0,140,150,,,
23275,2,精英寄居蟹,150,15,,4119,179533339,0,8515274,0,0,180,150,,,
23276,2,精英金甲蛙,150,15,,4124,179693339,0,8522674,0,0,140,150,,,
23277,2,精英骷髅锤兵,150,15,,4661,179853339,0,8530074,0,0,180,120,,,
23278,2,精英骷髅刀斧手,150,15,,4662,180013339,0,8537474,0,0,180,130,,,
23279,2,精英骷髅弓箭手,150,15,,4663,180173339,0,8544874,0,0,180,120,,,
23280,2,精英恶灵僵尸,150,15,,4504,180333339,0,8552274,0,0,180,125,,,
23281,2,精英恶灵尸王,150,15,,4505,180493339,0,8559674,0,0,180,105,,,
23282,2,精英骷髅长枪兵,150,15,,4579,180653339,0,8567074,0,0,180,125,,,
23283,2,精英骷髅锤兵,150,15,,4661,180813339,0,8574474,0,0,180,120,,,
23284,2,精英骷髅刀斧手,150,15,,4575,180973339,0,8581874,0,0,180,125,,,
23285,2,黄泉教主,150,15,,4537,181133339,0,8589274,0,0,260,100,,3,
23286,2,精英牛魔祭司,150,15,,4680,181293339,0,8596674,0,0,180,110,,,
23287,2,精英牛魔将军,150,15,,4681,181453339,0,8604074,0,0,180,140,,,
23288,2,精英牛魔侍卫,150,15,,4682,181613339,0,8611474,0,0,180,140,,,
23289,2,精英牛魔斗士,150,15,,4678,181773339,0,8618874,0,0,180,140,,,
23290,2,精英牛魔战士,150,15,,4512,181933339,0,8626274,0,0,180,135,,,
23291,2,精英牛魔法师,150,15,,4509,182093339,0,8633674,0,0,180,110,,,
23292,2,精英牛魔祭司,150,15,,4510,182253339,0,8641074,0,0,180,110,,,
23293,2,精英牛魔将军,150,15,,4511,182413339,0,8648474,0,0,180,130,,,
23294,2,牛魔王,150,20,,4683,182573339,0,8655874,0,0,240,125,,,
23295,2,精英骷髅锤兵,150,20,,4661,182733339,0,8663274,0,0,180,120,,,
23296,2,精英骷髅刀斧手,150,20,,4662,182893339,0,8670674,0,0,180,130,,,
23297,2,精英骷髅弓箭手,150,20,,4663,183053339,0,8678074,0,0,180,120,,,
23298,2,精英恶灵僵尸,150,20,,4504,183213339,0,8685474,0,0,180,125,,,
23299,2,精英恶灵尸王,150,20,,4505,183373339,0,8692874,0,0,180,105,,,
23300,2,精英骷髅长枪兵,150,20,,4579,183533339,0,8700274,0,0,180,125,,,
23301,2,精英骷髅锤兵,150,15,,4661,183693339,0,8707674,0,0,180,120,,,
23302,2,精英骷髅刀斧手,150,15,,4575,183853339,0,8715074,0,0,180,125,,,
23303,2,黄泉教主（邪）,150,15,,4656,184013339,0,8722474,0,0,225,100,,3,
23304,2,精英魔龙破甲兵,150,15,,4676,184173339,0,8729874,0,0,180,125,,,
23305,2,精英魔龙射手,150,15,,4677,184333339,0,8737274,0,0,180,130,,,
23306,2,精英魔龙巨蛾,150,15,,4674,184493339,0,8744674,0,0,180,115,,,
23307,2,精英魔龙力士,150,15,,4638,184653339,0,8752074,0,0,180,130,,,
23308,2,精英魔龙战将,150,15,,4593,184813339,0,8759474,0,0,180,130,,,
23309,2,精英魔龙刀兵,150,15,,4587,184973339,0,8766874,0,0,180,115,,,
23310,2,精英魔龙破甲兵,150,15,,4589,185133339,0,8774274,0,0,180,120,,,
23311,2,精英魔龙射手,150,15,,4590,185293339,0,8781674,0,0,180,120,,,
23312,2,魔龙教主,150,15,,4622,185453339,0,8789074,0,0,260,105,,,
23313,2,精英绿魔蜘蛛,150,15,,4704,185613339,0,8796474,0,0,180,70,,,
23314,2,精英披甲龙龟,150,15,,4514,185773339,0,8803874,0,0,180,150,,,
23315,2,精英红魔蜘蛛,150,15,,4703,185933339,0,8811274,0,0,180,70,,,
23316,2,精英绿魔蜘蛛,150,15,,4704,186093339,0,8818674,0,0,180,70,,,
23317,2,精英狂热火蜥蜴,150,15,,4580,186253339,0,8826074,0,0,180,150,,,
23318,2,精英金杖蜘蛛,150,15,,4570,186413339,0,8833474,0,0,210,110,,,
23319,2,精英巨镰蜘蛛,150,15,,4571,186573339,0,8840874,0,0,210,110,,,
23320,2,精英圣殿卫士,150,15,,4519,186733339,0,8848274,0,0,180,120,,,
23321,2,火龙王,150,15,,4606,186893339,0,8855674,0,0,300,80,,,
23322,2,精英赤狐,150,15,,4553,187053339,0,8863074,0,0,180,135,,,
23323,2,精英狐月虎虫,150,15,,4564,187213339,0,8870474,0,0,140,150,,,
23324,2,火尾黑狐王,150,15,,4607,187373339,0,8877874,0,0,160,120,,,
23325,2,精英素狐,150,15,,4523,187533339,0,8885274,0,0,180,135,,,
23326,2,精英赤狐,150,15,,4553,187693339,0,8892674,0,0,180,135,,,
23327,2,金爪赤狐王,150,20,,4608,187853339,0,8900074,0,0,160,120,,3,
23328,2,精英狐月虎虫,150,20,,4564,188013339,0,8907474,0,0,140,150,,,
23329,2,精英狐月角虫,150,20,,4565,188173339,0,8914874,0,0,140,150,,,
23330,2,玉面素狐王,150,20,,4628,188333339,0,8922274,0,0,230,130,,3,
23331,2,精英骨虾,150,20,,4117,188493339,0,8929674,0,0,180,125,,,
23332,2,精英龙虾守卫,150,20,,4583,188653339,0,8937074,0,0,180,95,,,
23333,2,寒荒海兽,150,20,,4604,188813339,0,8944474,0,0,260,100,,,
23334,2,精英海龟,150,15,,4507,188973339,0,8951874,0,0,140,150,,,
23335,2,精英龙虾守卫,150,15,,4583,189133339,0,8959274,0,0,180,95,,,
23336,2,深海巨魔,150,15,,4624,189293339,0,8966674,0,0,260,100,,,
23337,2,精英寄居蟹,150,15,,4119,189453339,0,8974074,0,0,180,150,,,
23338,2,精英金甲蛙,150,15,,4124,189613339,0,8981474,0,0,140,150,,,
23339,2,战舰龙王,150,15,,4118,189773339,0,8988874,0,0,260,100,,,
23340,2,精英绿魔蜘蛛,150,15,,4704,189933339,0,8996274,0,0,180,70,,,
23341,2,精英披甲龙龟,150,15,,4514,190093339,0,9003674,0,0,180,150,,,
23342,2,精英红魔蜘蛛,150,15,,4703,190253339,0,9011074,0,0,180,70,,,
23343,2,精英绿魔蜘蛛,150,15,,4704,190413339,0,9018474,0,0,180,70,,,
23344,2,精英狂热火蜥蜴,150,15,,4580,190573339,0,9025874,0,0,180,150,,,
23345,2,精英金杖蜘蛛,150,15,,4570,190733339,0,9033274,0,0,210,110,,,
23346,2,精英巨镰蜘蛛,150,15,,4571,190893339,0,9040674,0,0,210,110,,,
23347,2,精英圣殿卫士,150,15,,4519,191053339,0,9048074,0,0,180,120,,,
23348,2,雷炎蛛王,150,15,,4610,191213339,0,9055474,0,0,225,100,,,
23349,2,精英雪域卫士,150,15,,4538,191373339,0,9062874,0,0,190,140,,,
23350,2,精英雪域战将,150,15,,4539,191533339,0,9070274,0,0,190,140,,,
23351,2,精英雪域力士,150,15,,4535,191693339,0,9077674,0,0,190,120,,,
23352,2,精英雪域侍卫,150,15,,4536,191853339,0,9085074,0,0,190,140,,,
23353,2,精英雪域天将,150,15,,4537,192013339,0,9092474,0,0,190,140,,,
23354,2,精英雪域力士,150,15,,4690,192173339,0,9099874,0,0,190,140,,,
23355,2,精英雪域卫士,150,15,,4538,192333339,0,9107274,0,0,190,140,,,
23356,2,精英雪域战将,150,15,,4539,192493339,0,9114674,0,0,190,140,,,
23357,2,凛冬教主,150,15,,4612,192653339,0,9122074,0,0,280,110,,,
23358,2,精英红蛇妖,150,15,,4563,192813339,0,9129474,0,0,180,120,,,
23359,2,精英三头蛇王,150,15,,4517,192973339,0,9136874,0,0,180,120,,,
23360,2,精英魔化蝎蛇,150,20,,4585,193133339,0,9144274,0,0,180,120,,,
23361,2,精英白蛇妖,150,20,,4547,193293339,0,9151674,0,0,190,120,,,
23362,2,精英魔化蝎蛇,150,20,,4585,193453339,0,9159074,0,0,180,120,,,
23363,2,精英三头蛇王,150,20,,4517,193613339,0,9166474,0,0,180,120,,,
23364,2,精英 千年树妖,150,20,,4515,193773339,0,9173874,0,0,380,100,,,
23365,2,精英红蛇妖,150,20,,4563,193933339,0,9181274,0,0,180,120,,,
23366,2,魔化巫妖王,150,20,,4614,194093339,0,9188674,0,0,400,100,,,
23367,2,精英雪域卫士,150,15,,4538,194253339,0,9196074,0,0,190,140,,,
23368,2,精英雪域战将,150,15,,4539,194413339,0,9203474,0,0,190,140,,,
23369,2,精英雪域力士,150,15,,4535,194573339,0,9210874,0,0,190,120,,,
23370,2,精英雪域侍卫,150,15,,4536,194733339,0,9218274,0,0,190,140,,,
23371,2,精英雪域天将,150,15,,4537,194893339,0,9225674,0,0,190,140,,,
23372,2,精英雪域力士,150,15,,4690,195053339,0,9233074,0,0,190,140,,,
23373,2,精英雪域卫士,150,15,,4538,195213339,0,9240474,0,0,190,140,,,
23374,2,精英雪域战将,150,15,,4539,195373339,0,9247874,0,0,190,140,,,
23375,2,雪域魔王,150,15,,4691,195533339,0,9255274,0,0,245,120,,,
23376,2,精英恶魔弓箭手,150,15,,4557,195693339,0,9262674,0,0,140,120,,,
23377,2,精英恶魔弓箭手,150,15,,4557,195853339,0,9270074,0,0,140,120,,,
23378,2,精英恶魔弓箭手,150,15,,4557,196013339,0,9277474,0,0,140,120,,,
23379,2,精英魔神修罗,150,15,,4594,196173339,0,9284874,0,0,220,120,,,
23380,2,精英暗影修罗,150,15,,4502,196333339,0,9292274,0,0,190,120,,,
23381,2,精英黑袍修罗,150,15,,4560,196493339,0,9299674,0,0,190,120,,,
23382,2,精英魔神修罗,150,15,,4594,196653339,0,9307074,0,0,220,120,,,
23383,2,精英虹魔猪卫,150,15,,4655,196813339,0,9314474,0,0,180,130,,,
23384,2,阿修罗神,150,15,,4619,196973339,0,9321874,0,0,280,110,,3,
23385,2,鹿王,150,15,,4584,197133339,0,9329274,0,0,180,150,,,
23386,2,精英稻草人,150,15,,4645,197293339,0,9336674,0,0,180,150,,,
23387,2,精英多钩猫,150,15,,4648,197453339,0,9344074,0,0,180,150,,,
23388,2,精英半兽战士,150,15,,4549,197613339,0,9351474,0,0,180,150,,,
23389,2,精英洞蛆,150,15,,4633,197773339,0,9358874,0,0,80,200,,,
23390,2,精英骷髅,150,15,,4660,197933339,0,9366274,0,0,180,150,,,
23391,2,精英掷斧骷髅,150,15,,4696,198093339,0,9373674,0,0,180,150,,,
23392,2,精英掷斧骷髅,150,15,,4696,198253339,0,9381074,0,0,180,150,,,
23393,2,精英骷髅战士,150,20,,4666,198413339,0,9388474,0,0,180,140,,,
23394,2,精英骷髅战将,150,20,,4665,198573339,0,9395874,0,0,180,130,,,
23395,2,精英森林雪人,150,20,,4685,198733339,0,9403274,0,0,180,120,,,
23396,2,精英食人花,150,20,,4520,198893339,0,9410674,0,0,180,120,,,
23397,2,半兽勇士,150,20,,4503,199053339,0,9418074,0,0,180,140,,,
23398,2,精英掷斧骷髅,150,20,,4696,199213339,0,9425474,0,0,180,150,,,
23399,2,精英骷髅战士,150,20,,4666,199373339,0,9432874,0,0,180,140,,,
23400,2,骷髅精灵,150,15,,4664,199533339,0,9440274,0,0,220,170,,,
23401,2,精英僧侣僵尸,150,15,,4639,199693339,0,9447674,0,0,180,140,,,
23402,2,精英爬行僵尸,150,15,,4705,199853339,0,9455074,0,0,180,130,,,
23403,2,精英爬行僵尸,150,15,,4705,200013339,0,9462474,0,0,180,130,,,
23404,2,精英僧侣僵尸,150,15,,4639,200173339,0,9469874,0,0,180,140,,,
23405,2,精英爬行僵尸,150,15,,4705,200333339,0,9477274,0,0,180,130,,,
23406,2,精英爬行僵尸,150,15,,4705,200493339,0,9484674,0,0,180,130,,,
23407,2,精英僧侣僵尸,150,15,,4639,200653339,0,9492074,0,0,180,140,,,
23408,2,精英爬行僵尸,150,15,,4705,200813339,0,9499474,0,0,180,130,,,
23409,2,尸王,150,15,,4625,200973339,0,9506874,0,0,220,110,,,
23410,2,精英威思而小虫,150,15,,4526,201133339,0,9514274,0,0,120,200,,,
23411,2,精英狼,150,15,,4500,201293339,0,9521674,0,0,120,150,,,
23412,2,精英巨型多角虫,150,15,,4637,201453339,0,9529074,0,0,140,120,,,
23413,2,精英巨型蠕虫,150,15,,4572,201613339,0,9536474,0,0,140,150,,,
23414,2,精英跳跳蜂,150,15,,4525,201773339,0,9543874,0,0,140,150,,,
